Apartment,Block,Distance,Name,licence_numbers,name_of_license,premise_address,address,Latitude,Longtitude
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,1.2662502882783502,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
14 TOH YI DR,14,0.5627374048602687,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
14 TOH YI DR,14,0.5682702942371548,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
14 TOH YI DR,14,0.2662106456227158,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
14 TOH YI DR,14,1.9014241326144137,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
14 TOH YI DR,14,1.972571357364724,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
14 TOH YI DR,14,0.403481261947166,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
14 TOH YI DR,14,1.9996372025325728,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
14 TOH YI DR,14,0.5534431790808476,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
14 TOH YI DR,14,0.6702681109706078,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
14 TOH YI DR,14,0.5497278482760771,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
14 TOH YI DR,14,1.9023167623383697,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
14 TOH YI DR,14,1.8152476206711226,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
14 TOH YI DR,14,1.6238015740796743,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
14 TOH YI DR,14,1.2662502882783502,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
